1,2,19
1,3,36
1,4,45
1,5,12
1,6,27
1,7,7
1,8,27
1,9,19
1,10,32
1,11,15
1,12,20
1,13,26
1,14,23
1,15,33
1,16,13
1,17,17
1,18,29
1,19,10
1,20,35
1,21,33
1,22,8
1,23,5
1,24,42
1,25,23
1,26,12
1,27,33
1,28,29
1,29,33
1,30,26
1,31,20
1,32,18
1,33,24
1,34,41
1,35,28
1,36,35
1,37,40
1,38,19
1,39,15
1,40,27
1,41,15
1,42,25
1,43,25
1,44,30
1,45,43
1,46,28
1,47,24
1,48,26
1,49,45
1,50,41
